,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,نام,نام خانوادگی,آدرس,جنسیت,معدل,مقطع تحصیلی,رشته تحصیلی,سن,مهارت,تجربه کاری(به سال)
2636,2636,2636,3322,3322,عزيزه بانو,"گلپایگانی
",شهرک غرب - بلوار دادمان - خ درختی - پایین تز شیرینی ضیافت -,-1.0,19,لیسانس,"-1
",37,"مهندس برق، الکترونیک، مخابرات
",5
2637,2637,2637,3323,3323,عسكري,"مصباح
",نارمک - خ آیت - خ شهید ملایری - بین طاهری و گلدار-,2.0,15,فوق دیپلم,"علوم مهندسی زیست‌محیطی
",39,"طراح وب سایت  
",0
2638,2638,2638,3325,3325,عشرت سادات,"کمالی
",تقاطع خیابان پیروزی و خیابان نبرد,-1.0,12,-1,"پرورش زنبور عسل
",19,"کارشناس امنیت اطلاعات  
",1
2639,2639,2639,3327,3327,عصمت الزهراء,"مجتهدی
",شاد اباد  خ انصا ری   ابتدای  خ  جعفری  به سمت  میدان سبحانی,0.0,22,فوق دیپلم,"زراعت و اصلاح نباتات
",55,,0
2640,2640,2640,3328,3328,عصمت السادات,"مددی
",درختان دور میدان پانزدهم,2.0,18,کارشناسی,"کاردان فنی معدن
",32,"مشاوران مالی
",11
2641,2641,2641,3329,3329,عصمتي,"آژند
",خ اندرزگو  خ  دکتر لواسانی   خ   غلامرضا حسینی,-1.0,17,دکترا,,28,"مشاور
",1
2642,2642,2642,3330,3330,عطاء,"خامنه‌ای
",شهرک ولیعصرخ سپیده جنوبی-ک سجاد,2.0,18,کاردانی,"ریاضیات و کاربردها
",22,"کارشناس بازاریابی 
",3
2643,2643,2643,3332,3332,عطران سادات,"امین‌زاده
",,2.0,25,سیکل,"بیوتکنولوژی
",46,"مهندس عمران  
",2
2644,2644,2644,3333,3333,عطرت,"حقیقی
",ضلع جنوبی سه راه اذری,-1.0,21,-1,"مدیریت هتل‌داری
",17,"مهندس صنایع غذایی
",4
2645,2645,2645,3334,3334,عطري,"زالی
",سید جمال الدین . مابین بیستون و خ 18 .,1.0,24,لیسانس,"شیمی
",31,"گزارشگر
",13
2646,2646,2646,3335,3335,عطرين,"شریعتمداری
",,2.0,25,-1,,19,"-1
",3
2647,2647,2647,3336,3336,عطوفه,"رنگرز
",ولنجک مقدس اردبیلی خیابان فرخ بالاتر از نیلوفر,1.0,20,سیکل,"معماری داخلی
",17,"نانوا  
",1
2648,2648,2648,3337,3337,عظيم اله,"توسلی
",ولنجک مقدس اردبیلی خیابان فرخ بالاتر از نیلوفر,2.0,24,0,"زبان فرانسوی
",37,"کتابداران
",16
2649,2649,2649,3338,3338,عفت خانم,"زمردیان
",میدان هروی - بلوارگلزار - خ 15 - کوچه ادیب -,0.0,16,فوق لیسانس,"علوم قضایی
",37,"مهندس مکانیک
",9
2650,2650,2650,3341,3341,عقيله السادات,"انوشه
",شهرری - 4 راه دیلمان  - دیلمان شمالی - نبش رستمی راد,-1.0,13,کارشناسی,,51,,16
2651,2651,2651,3342,3342,علا,"رهنما
",خ 212 غربی  ( جوادیان فر ) - بین اخوت و طاهری -,-1.0,19,لیسانس,"مهندسی مواد
",35,"مکانیک  
",17
2652,2652,2652,3343,3343,علاء,"خرم‌آبادی
",یوسف آباد-خ جهان آرا-خیابان اشک شهر,-1.0,24,کارشناسی,"کارشناسی ارشد الهیات
",40,"0
",2
2653,2653,2653,3344,3344,علم دار,"شرف
",نبرد شمالی ائمه اطهار بین چهاراه پرستار و افراسیابی .,2.0,19,کاردانی,,42,"موزه داران
",5
2654,2654,2654,3345,3345,علويه ياسمن,"ذاکری
",خیابان پیروزی . نرسیده به نبرد . ابتدای کوچه اکبری,-1.0,12,دکترا,"دبیری شیمی
",36,"معلم 
",18
2655,2655,2655,3347,3347,علي احمد,"اعلم
",اتوبان فتح. مابین پل کن تا ویتانا  کنار گذر,1.0,17,دیپلم,"دبیری شیمی
",22,"تحلیلگر و مفسر اخبار
",10
2656,2656,2656,3348,3348,علي آقا,"هوشیار
",,-1.0,14,کارشناسی,"مدیریت جهان‌گردی
",30,"ماهیگیر
",2
2657,2657,2657,3349,3349,علي اله,"شجاعی
",خ . پیروزی  خ .  شکوفه  ک . صدر عاملی,1.0,19,فوق لیسانس,"دبیری جغرافیا
",48,,9
2658,2658,2658,3350,3350,علي باز,"روحانی
",انتهای بلوار ارتش - جلوی پارکینگ شرکت نفت,2.0,16,فوق دیپلم,"دندان‌پزشکی
",35,"ناخدای کشتی 
",4
2659,2659,2659,3351,3351,علي بخش,"صباغ
",بزرگراه رسالت بعد از مترو تهرانپارس,1.0,19,فوق دکترا,"گفتاردرمانی
",53,"-1
",12
2660,2660,2660,3352,3352,علي پناه,"پایا
",پاسداران .خیابان شهید عراقی. کوچه همیشه بهار غربی,-1.0,18,-1,"علوم ارتباطات اجتماعی
",52,,25
2661,2661,2661,3353,3353,علي جعفر,"تهرانی
",خ نظام اباد جنوبی بعد از بیمارستان امام حسین,0.0,14,کاردانی,"زیست‌شناسی
",37,"تحلیلگر و مفسر اخبار
",7
2662,2662,2662,3354,3354,علي جمعه,"عاشوری
",بلوار فردوس غرب . بین باکری و فردوس غرب . پارک پرنیان,2.0,24,سیکل,"-1
",34,"منشی  
",2
2663,2663,2663,3355,3355,علي حسن,"توکل
",سهروردی شمالی - خ آپادانا - خ نیلوفر - کوچه4,1.0,15,0,,30,"ماما
",5
2664,2664,2664,3356,3356,علي حيدر,"پارسا
",شهران - نرسیده به فلکه سوم -,1.0,15,فوق دیپلم,"زمین‌شناسی
",25,"اپراتور لوکوموتیو
",12
2665,2665,2665,3357,3357,علي داد,"آشتیانی
",خ خاوران خ بهشت ابتدای ک خدایی,0.0,17,فوق لیسانس,"مدیریت جهان‌گردی
",43,"ویزیتور
",6
2666,2666,2666,3359,3359,علي رحيم,"زین‌الدین
",شهر ری  -  -میدان  هادی سا ئی  -,1.0,24,کارشناسی,"زبان روسی
",42,"خیاط  
",3
2667,2667,2667,3361,3361,علي سان,"شفا
",میدان قیام خیابان مولوی نرسیده به چهارراه مولوی کوچه ابراهیم کریمی,1.0,21,0,"مهندسی پزشکی
",31,,3
2668,2668,2668,3362,3362,علي شعبان,"مستوفی
",ازادگان جنوب.خ علی مرادی.نسیم 16,0.0,19,فوق دیپلم,,15,"پرستار  
",2
2669,2669,2669,3363,3363,علي قلي,"حجتی
",آهنگ.خ شهمیرزادی.خ قرایی گرکانی.نبش کوچه نبی زاده.,0.0,16,فوق دیپلم,"مهندسی فرماندهی و کنترل هوایی
",32,"-1
",7
2670,2670,2670,3364,3364,علي كوثر,"آشنا
",,1.0,19,لیسانس,"علوم و صنایع غذایی
",55,"پلیس 
",11
2671,2671,2671,3367,3367,علي مشهورحاجي,"روزبه
",سراج - کوچه ثقفی -,2.0,12,کارشناسی,"0
",26,"تحلیلگر و مفسر اخبار
",9
2672,2672,2672,3368,3368,عليحسين,"انوری
",میدان مادر- خ شاه نظری- میدان گاظمی,0.0,13,فوق دکترا,"مهندسی مکانیک نیروگاه
",38,"آمارگران
",3
2673,2673,2673,3370,3370,عليكرم,"رنگرز
",شهرک غرب فاز 3 خ حسن سیف کوچه هفدهم,1.0,14,فوق دکترا,"راهنمایی و مشاوره
",32,"مترجم
",2
2674,2674,2674,3372,3372,عماء,"خوئینی‌ها
",بهشتی . بین مدرس و قائم مقام,1.0,18,سیکل,"0
",15,"سرایدار 
",1
2675,2675,2675,3373,3373,عمادمحمد,"رنجبر
",مشیریه . خ 30متری صالحی . بعد از چهاراه دوم . ک شهیدیه شرقی .,0.0,25,سیکل,"مددکاری اجتماعی
",55,"مهندس معماری
",8
2676,2676,2676,3374,3374,عمران بانو,"محمدی
",خانی آباد نو . خ میثاق جنوبی . شهرک بستان . ک شهید قزوینیان,1.0,12,کاردانی,"مطالعات خانواده
",41,"ناخدای کشتی 
",3
2677,2677,2677,3375,3375,عنايت,"هوشیار
",خیابان فرشته - خیابان بیدار -,2.0,16,کارشناسی,"مهندسی نساجی
",41,"پرستار  
",5
2678,2678,2678,3376,3376,عنبر,"مستوفی
",مدرس شمال به جنوب بعد از خ ظفر سمت راست,0.0,19,فوق دیپلم,"زبان روسی
",17,"نجاری
",3
2679,2679,2679,3377,3377,عنزه,"جمادی
",دولت اباد فلکه اول خ فرهنگ ک شهید عباسی,0.0,23,فوق دیپلم,"زراعت و اصلاح نباتات
",35,"مهندس شیمی
",13
2680,2680,2680,3379,3379,عهديه سادات,"خیابانی
",کیلومتر 14 کرج قدیم  - شهرک دانش خ تقی دخت  انتهای بن بست شورا,0.0,23,لیسانس,"مهندسی تولیدات گیاهی
",22,"ماهیگیر
",3
2681,2681,2681,3380,3380,عوضعلي,"روحانی
",خزانه بخارایی فلکه اول عباسی خ شهید ضربعلی زاده نبش  کوچه حق شناس,0.0,23,فوق دکترا,"داروسازی
",29,"مهندس مکانیک
",3
2682,2682,2682,3381,3381,عيدان,"پارسا
",,1.0,22,لیسانس,"جنگل‌داری
",22,"تکنسین اتاق عمل 
",4
2683,2683,2683,3382,3382,عيدمحمد,"شیخ‌الاسلامی
",رجایی . میدان بهشت . هجده متری تختی . فلکه دوم . نبش ک 38,2.0,21,کارشناسی,"دبیری شیمی
",35,"تحلیلگر و مفسر اخبار
",9
2684,2684,2684,3383,3383,عيسي قلي,"توفیقی
",راه اهن ابتدای پل جوادیه,0.0,18,لیسانس,"پزشکی
",30,"خیاط  
",15
2685,2685,2685,3384,3384,عينعلي,"حقانی
",خ دولت خ کوچه نعمتی کوچه جانثاری کوچه حیدر,0.0,20,لیسانس,"مطالعات خانواده
",29,"0
",0
2686,2686,2686,3385,3385,عيونه,"کمالی
",خ ظفر خ عمرانی نبش قره گوزلو,0.0,22,ندارد,"فناوری اطلاعات سلامت
",42,"0
",14
2687,2687,2687,3386,3386,غازي,"محدثی
",انتهای نواب/خ مهران جنوبی/نبش کوچه ایثاربخش,-1.0,17,دیپلم,"راهنمایی و مشاوره
",24,"پیک موتوری  
",9
2688,2688,2688,3387,3387,غريب,"ترکاشوند
",نواب.به سمت جنوب.بعد از میدان نهم دی.بوستان آفتاب .,-1.0,20,-1,,23,"مهندس معدن 
",7
2689,2689,2689,3388,3388,غريبعلي,"مصباح
",مینی سیتی-شهرک قائم-کوچه مریم2-,1.0,24,سیکل,"مهندسی برق
",24,"نوازنده
",5
2690,2690,2690,3389,3389,غزاله السادات,"معارف
",اتابک -خ نفیس -,0.0,16,ندارد,,30,"کتابداران
",12
2691,2691,2691,3390,3390,غزبس,"اوستا
",,-1.0,15,لیسانس,"مدیریت و کمیسر دریایی
",36,"داروسازی
",3
2692,2692,2692,3391,3391,غفارعلي,"مهاجرانی
",خ شهر ری خ دولت آباد فلکه اول بلوار قدس,-1.0,16,کارشناسی ارشد,"مهندسی ایمنی
",51,"مهندس عمران  
",0
2693,2693,2693,3392,3392,غلام حيدر,"زالی
",,-1.0,21,0,"کاردان فنی برق
",50,"مترجم
",11
2694,2694,2694,3394,3394,غلامشاه,"محجوبی
",خ لبافی  نژاد - نرسیده به تقاطع خ دانشگاه  روی تابلو برق,0.0,25,لیسانس,"زراعت و اصلاح نباتات
",53,"خیاط  
",15
2695,2695,2695,3395,3395,غنچه,"شاهی
",,1.0,19,فوق لیسانس,"دبیری جغرافیا
",16,,0
2696,2696,2696,3396,3396,غيب اله,"شریعتمداری
",خیابان ولیعصر - بالاتر از چهار راه پارک وی - کوچه خیام - روبه روی کوچه آریا .,1.0,21,فوق دیپلم,"آرگونومی
",35,"طراح لباس
",1
2697,2697,2697,3399,3399,فادياسادات,"عالی
",خ ابوذر فلاح-میدان جلیلی -بازارچه جلیلی -,0.0,22,لیسانس,"مهندسی منابع طبیعی
",27,"مشاور
",5
2698,2698,2698,3401,3401,فاطره,"لنکرانی
",ستارخان نرسیده به م توحید,-1.0,20,کارشناسی,"علوم اقتصادی
",27,,0
2699,2699,2699,3402,3402,فاطمه اسرا,"عصار
",شادآباد - خیابان جعفری - نبش کوچه عامره,1.0,22,کارشناسی ارشد,"فیزیک مهندسی
",30,"مشاوران مالی
",7
2700,2700,2700,3403,3403,فاطمه بشرا,"هومن
",میدان فرحزاد خ لعالی خ محسن فرحزادی,2.0,24,دیپلم,"کارشناسی فرش
",33,"مترجم
",16
2701,2701,2701,3404,3404,فاطمه بهار,"عارف
",جنت اباد شمالی - خ ایران شهر - خ میثاق - خ علامه - ک بهاران 4 -,0.0,25,فوق دیپلم,"بیوتکنولوژی
",37,"پلیس 
",14
2702,2702,2702,3405,3405,فاطمه بي بي,"همایون
",,2.0,24,دیپلم,,51,"منشی  
",11
2703,2703,2703,3406,3406,فاطمه ثنا,"لاچینی
",فلکه اول خزانه -نبش خ فراهانی  جلوی قنادی بهادری,-1.0,21,ندارد,"ادبیات داستانی
",35,"-1
",4
2704,2704,2704,3408,3408,فاطمه خانم,"اوستا
",لویزان . خ شعبانلو .,-1.0,12,سیکل,"باستان‌شناسی
",37,"موزه داران
",18
2705,2705,2705,3409,3409,فاطمه سما,"شادمهر
",کامرانیه . ک تاجیک .,0.0,20,دیپلم,"تربیت بدنی
",24,"استاد دانشگاه
",9
2706,2706,2706,3410,3410,فاطمه صبا,"جعفریان
",هفت تیر - مفتح  جنوبی - خ ورزنده - خ سلماسی -,2.0,22,فوق لیسانس,"مامایی
",26,"دادیار
",7
2707,2707,2707,3411,3411,فاطمه عذرا,"هروی
",میدان داراباد . خ سبک رو . ک سنایی .,1.0,12,لیسانس,"علوم و صنایع غذایی
",37,"نوازنده
",1
2708,2708,2708,3412,3412,فاطمه كبري,"حکیمی
",خ کمیل شرقی .,1.0,12,سیکل,"پدافند جنگ‌های میکروبی
",42,"مهندسی کامپیوتر
",6
2709,2709,2709,3414,3414,فاطمه گل,"آهی
",پیروزی - خیابان کلینی -ک مهربانی .,0.0,12,فوق دیپلم,"پرورش زنبور عسل
",53,"0
",2
2710,2710,2710,3415,3415,فاطمه مطهره,"سروستانی
",,0.0,15,ندارد,"امور گمرکی
",25,"پلیس 
",8
2711,2711,2711,3416,3416,فاطمه معصومه سادات,"آژند
",جنت اباد جنوبی بلوار لاله غربی نبش خ ابراهیمی,0.0,15,کارشناسی ارشد,"شیلات
",24,"آهنگساز
",8
2712,2712,2712,3417,3417,فالح,"شاهی
",جمالزاده شمالی خیابان نیلوفر کنار سرای محله,0.0,20,دکترا,"روابط عمومی
",41,"مهندس شهرسازی
",0
2713,2713,2713,3418,3418,فايديم,"زهرایی
",,2.0,17,لیسانس,"رشته‌های علوم انسانی
",43,"نویسنده  
",2
2714,2714,2714,3419,3419,فائضه,"زهرایی
",از م امامزاده قاسم . ک گل پرور-  ک صفایی,2.0,17,کاردانی,"علوم تغذیه
",35,"بازرسان مالی
",11
2715,2715,2715,3420,3420,فتي,"خسروپناه
",سهروردی شمالی . کوچه تهمتن,-1.0,14,فوق لیسانس,"علوم اقتصادی
",45,"-1
",8
2716,2716,2716,3421,3421,فتيه,"امیری
",ازگل . کوچه مدرسه . بن بست کوهسار .,-1.0,19,0,"مهندسی مواد
",53,"-1
",21
2717,2717,2717,3422,3422,فخرالدولت,"شیرازی
",خ پیروزی  خ زینتی افخم,-1.0,19,دیپلم,"چاپ
",28," برنامه نویس 
",2
2718,2718,2718,3423,3423,فخرانگيز,"پایور
",سجاد جنوبی نرسیده به میدان بهاران کوچه شهید عابدی,0.0,23,کارشناسی ارشد,,39,"کارشناس روابط عمومی  
",11
2719,2719,2719,3425,3425,فخريه بيگم,"صفوی
",اتوبان افسریه - خ فهمیده -,2.0,22,کاردانی,"علوم مهندسی
",49,"مهندس شیمی
",8
2720,2720,2720,3426,3426,فرانگيز,"اعتماد
",شهرک غرب - بلوار دادمان - پایین تر از شیرینی ضیا فت -,2.0,17,0,"راهنمایی و مشاوره
",20,"مهندس شیمی
",10
2721,2721,2721,3427,3427,فربود,"شیرمحمدی
",اتوبان امام علی بالاتر از پاسدارگمنام  خ حسین علی بابایی شرقی .خ لیکایی,2.0,14,فوق دیپلم,,49,"مدیر مالی  
",7
